"AAU,gene:lpg4092",lpg4092
"AAU27284,gene:lpg1199",lpg1199
"AAU27285,gene:lpg1200",lpg1200
"AAU27286,gene:lpg1202",lpg1202
"AAU27287,gene:lpg1203",lpg1203
"AAU27288,gene:lpg1204",lpg1204
"AAU27289,gene:lpg1205",lpg1205
"AAU27290,gene:lpg1206",lpg1206
"AAU27291,gene:lpg1207",lpg1207
"AAU27292,gene:lpg1208",lpg1208
"AAU27293,gene:lpg1209",lpg1209
"AAU27294,gene:lpg1210",lpg1210
"AAU27295,gene:lpg1211",lpg1211
"AAU27296,gene:lpg1212",lpg1212
"AAU27297,gene:lpg1213",lpg1213
"AAU27298,gene:lpg1214",lpg1214
"AAU27299,gene:lpg1215",lpg1215
"AAU27300,gene:lpg1216",lpg1216
"AAU27301,gene:lpg1217",lpg1217
"AAU27302,gene:lpg1218",lpg1218
"AAU27303,gene:lpg1219",lpg1219
"AAU27304,gene:lpg1220",lpg1220
"AAU27305,gene:lpg1221",lpg1221
"AAU27306,gene:lpg1222",lpg1222
"AAU27307,gene:lpg1223",lpg1223
"AAU27308,gene:lpg1224",lpg1224
"AAU27309,gene:lpg1225",lpg1225
"AAU27310,gene:lpg1226",lpg1226
"AAU27311,gene:lpg1227",lpg1227
"AAU27312,gene:lpg1228",lpg1228
"AAU27313,gene:lpg1229",lpg1229
"AAU27314,gene:lpg1230",lpg1230
"AAU27315,gene:lpg1231",lpg1231
"AAU27316,gene:lpg1232",lpg1232
"AAU27317,gene:lpg1233",lpg1233
"AAU27318,gene:lpg1234",lpg1234
"AAU27319,gene:lpg1235",lpg1235
"AAU27320,gene:lpg1236",lpg1236
"AAU27321,gene:lpg1237",lpg1237
"AAU27322,gene:lpg1238",lpg1238
"AAU27323,gene:lpg1239",lpg1239
"AAU27324,gene:lpg1240",lpg1240
"AAU27325,gene:lpg1241",lpg1241
"AAU27326,gene:lpg1242",lpg1242
"AAU27327,gene:lpg1243",lpg1243
"AAU27328,gene:lpg1244",lpg1244
"AAU27329,gene:lpg1245",lpg1245
"AAU27330,gene:lpg1246",lpg1246
"AAU27331,gene:lpg1247",lpg1247
"AAU27332,gene:lpg1248",lpg1248
"AAU27333,gene:lpg1249",lpg1249
"AAU27334,gene:lpg1250",lpg1250
"AAU27335,gene:lpg1251",lpg1251
"AAU27336,gene:lpg1252",lpg1252
"AAU27337,gene:lpg1253",lpg1253
"AAU27338,gene:lpg1254",lpg1254
"AAU27339,gene:lpg1255",lpg1255
"AAU27340,gene:lpg1256",lpg1256
"AAU27341,gene:lpg1257",lpg1257
"AAU27342,gene:lpg1258",lpg1258
"AAU27343,gene:lpg1259",lpg1259
"AAU27344,gene:lpg1260",lpg1260
"AAU27345,gene:lpg1261",lpg1261
"AAU27346,gene:lpg1262",lpg1262
"AAU27347,gene:lpg1263",lpg1263
"AAU27348,gene:lpg1264",lpg1264
"AAU27349,gene:lpg1265",lpg1265
"AAU27350,gene:lpg1266",lpg1266
"AAU27351,gene:lpg1267",lpg1267
"AAU27352,gene:lpg1268",lpg1268
"AAU27353,gene:lpg1269",lpg1269
"AAU27354,gene:lpg1270",lpg1270
"AAU27355,gene:lpg1271",lpg1271
"AAU27356,gene:lpg1273",lpg1273
"AAU27357,gene:lpg1274",lpg1274
"AAU27358,gene:lpg1275",lpg1275
"AAU27359,gene:lpg1276",lpg1276
"AAU27360,gene:lpg1277",lpg1277
"AAU27361,gene:lpg1278",lpg1278
"AAU27362,gene:lpg1279",lpg1279
"AAU27363,gene:lpg1280",lpg1280
"AAU27364,gene:lpg1281",lpg1281
"AAU27365,gene:lpg1282",lpg1282
"AAU27366,gene:lpg1283",lpg1283
"AAU27367,gene:lpg1284",lpg1284
"AAU27368,gene:lpg1285",lpg1285
"AAU27369,gene:lpg1286",lpg1286
"AAU27370,gene:lpg1287",lpg1287
"AAU27371,gene:lpg1288",lpg1288
"AAU27372,gene:lpg1289",lpg1289
"AAU27373,gene:lpg1290",lpg1290
"AAU27374,gene:lpg1291",lpg1291
"AAU27375,gene:lpg1292",lpg1292
"AAU27376,gene:lpg1293",lpg1293
"AAU27377,gene:lpg1294",lpg1294
"AAU27378,gene:lpg1295",lpg1295
"AAU27379,gene:lpg1296",lpg1296
"AAU27380,gene:lpg1297",lpg1297
"AAU27381,gene:lpg1298",lpg1298
"AAU27382,gene:lpg1299",lpg1299
"AAU27383,gene:lpg1300",lpg1300
"AAU27384,gene:lpg1301",lpg1301
"AAU27385,gene:lpg1302",lpg1302
"AAU27386,gene:lpg1303",lpg1303
"AAU27387,gene:lpg1304",lpg1304
"AAU27388,gene:lpg1305",lpg1305
"AAU27389,gene:lpg1306",lpg1306
"AAU27390,gene:lpg1307",lpg1307
"AAU27391,gene:lpg1308",lpg1308
"AAU27392,gene:lpg1309",lpg1309
"AAU27393,gene:lpg1310",lpg1310
"AAU27394,gene:lpg1311",lpg1311
"AAU27395,gene:lpg1312",lpg1312
"AAU27396,gene:lpg1313",lpg1313
"AAU27397,gene:lpg1314",lpg1314
"AAU27398,gene:lpg1315",lpg1315
"AAU27399,gene:lpg1316",lpg1316
"AAU27400,gene:lpg1317",lpg1317
"AAU27401,gene:lpg1318",lpg1318
"AAU27402,gene:lpg1319",lpg1319
"AAU27403,gene:lpg1320",lpg1320
"AAU27404,gene:lpg1321",lpg1321
"AAU27405,gene:lpg1322",lpg1322
"AAU27406,gene:lpg1323",lpg1323
"AAU27407,gene:lpg1324",lpg1324
"AAU27408,gene:lpg1325",lpg1325
"AAU27409,gene:lpg1326",lpg1326
"AAU27410,gene:lpg1327",lpg1327
"AAU27411,gene:lpg1328",lpg1328
"AAU27412,gene:lpg1329",lpg1329
"AAU27413,gene:lpg1331",lpg1331
"AAU27414,gene:lpg1332",lpg1332
"AAU27415,gene:lpg1333",lpg1333
"AAU27416,gene:lpg1334",lpg1334
"AAU27417,gene:lpg1335",lpg1335
"AAU27418,gene:lpg1336",lpg1336
"AAU27419,gene:lpg1337",lpg1337
"AAU27420,gene:lpg1338",lpg1338
"AAU27421,gene:lpg1339",lpg1339
"AAU27422,gene:lpg1340",lpg1340
"AAU27423,gene:lpg1341",lpg1341
"AAU27424,gene:lpg1342",lpg1342
"AAU27425,gene:lpg1343",lpg1343
"AAU27426,gene:lpg1344",lpg1344
"AAU27427,gene:lpg1345",lpg1345
"AAU27428,gene:lpg1346",lpg1346
"AAU27429,gene:lpg1347",lpg1347
"AAU27430,gene:lpg1348",lpg1348
"AAU27431,gene:lpg1349",lpg1349
"AAU27432,gene:lpg1350",lpg1350
"AAU27433,gene:lpg1351",lpg1351
"AAU27434,gene:lpg1352",lpg1352
"AAU27435,gene:lpg1353",lpg1353
"AAU27436,gene:lpg1354",lpg1354
"AAU27437,gene:lpg1355",lpg1355
"AAU27438,gene:lpg1356",lpg1356
"AAU27439,gene:lpg1357",lpg1357
"AAU27440,gene:lpg1358",lpg1358
"AAU27441,gene:lpg1359",lpg1359
"AAU27442,gene:lpg1360",lpg1360
"AAU27443,gene:lpg1361",lpg1361
"AAU27444,gene:lpg1362",lpg1362
"AAU27445,gene:lpg1363",lpg1363
"AAU27446,gene:lpg1364",lpg1364
"AAU27447,gene:lpg1365",lpg1365
"AAU27448,gene:lpg1366",lpg1366
"AAU27449,gene:lpg1367",lpg1367
"AAU27450,gene:lpg1368",lpg1368
"AAU27451,gene:lpg1369",lpg1369
"AAU27452,gene:lpg1370",lpg1370
"AAU27453,gene:lpg1371",lpg1371
"AAU27454,gene:lpg1372",lpg1372
"AAU27455,gene:lpg1373",lpg1373
"AAU27456,gene:lpg1374",lpg1374
"AAU27457,gene:lpg1375",lpg1375
"AAU27458,gene:lpg1376",lpg1376
"AAU27459,gene:lpg1377",lpg1377
"AAU27460,gene:lpg1378",lpg1378
"AAU27461,gene:lpg1379",lpg1379
"AAU27462,gene:lpg1380",lpg1380
"AAU27463,gene:lpg1381",lpg1381
"AAU27464,gene:lpg1382",lpg1382
"AAU27465,gene:lpg1383",lpg1383
"AAU27466,gene:lpg1384",lpg1384
"AAU27467,gene:lpg1385",lpg1385
"AAU27468,gene:lpg1386",lpg1386
"AAU27469,gene:lpg1387",lpg1387
"AAU27470,gene:lpg1388",lpg1388
"AAU27471,gene:lpg1389",lpg1389
"AAU27472,gene:lpg1390",lpg1390
"AAU27473,gene:lpg1391",lpg1391
"AAU27474,gene:lpg1392",lpg1392
"AAU27475,gene:lpg1393",lpg1393
"AAU27476,gene:lpg1394",lpg1394
"AAU27477,gene:lpg1395",lpg1395
"AAU27478,gene:lpg1396",lpg1396
"AAU27479,gene:lpg1397",lpg1397
"AAU27480,gene:lpg1398",lpg1398
"AAU27481,gene:lpg1399",lpg1399
"AAU27482,gene:lpg1400",lpg1400
"AAU27483,gene:lpg1401",lpg1401
"AAU27484,gene:lpg1402",lpg1402
"AAU27485,gene:lpg1403",lpg1403
"AAU27486,gene:lpg1404",lpg1404
"AAU27487,gene:lpg1405",lpg1405
"AAU27488,gene:lpg1406",lpg1406
"AAU27489,gene:lpg1407",lpg1407
"AAU27490,gene:lpg1408",lpg1408
"AAU27491,gene:lpg1409",lpg1409
"AAU27492,gene:lpg1410",lpg1410
"AAU27493,gene:lpg1411",lpg1411
"AAU27494,gene:lpg1412",lpg1412
"AAU27495,gene:lpg1413",lpg1413
"AAU27496,gene:lpg1414",lpg1414
"AAU27497,gene:lpg1415",lpg1415
"AAU27498,gene:lpg1416",lpg1416
"AAU27499,gene:lpg1417",lpg1417
"AAU27500,gene:lpg1418",lpg1418
"AAU27501,gene:lpg1419",lpg1419
"AAU27502,gene:lpg1420",lpg1420
"AAU27503,gene:lpg1421",lpg1421
"AAU27504,gene:lpg1422",lpg1422
"AAU27505,gene:lpg1423",lpg1423
"AAU27506,gene:lpg1424",lpg1424
"AAU27507,gene:lpg1425",lpg1425
"AAU27508,gene:lpg1426",lpg1426
"AAU27509,gene:lpg1427",lpg1427
"AAU27510,gene:lpg1428",lpg1428
"AAU27511,gene:lpg1429",lpg1429
"AAU27512,gene:lpg1430",lpg1430
"AAU27513,gene:lpg1431",lpg1431
"AAU27514,gene:lpg1432",lpg1432
"AAU27515,gene:lpg1433",lpg1433
"AAU27516,gene:lpg1434",lpg1434
"AAU27517,gene:lpg1435",lpg1435
"AAU27518,gene:lpg1436",lpg1436
"AAU27519,gene:lpg1437",lpg1437
"AAU27520,gene:lpg1438",lpg1438
"AAU27521,gene:lpg1439",lpg1439
"AAU27522,gene:lpg1440",lpg1440
"AAU27523,gene:lpg1441",lpg1441
"AAU27524,gene:lpg1442",lpg1442
"AAU27525,gene:lpg1443",lpg1443
"AAU27526,gene:lpg1444",lpg1444
"AAU27527,gene:lpg1445",lpg1445
"AAU27528,gene:lpg1446",lpg1446
"AAU27529,gene:lpg1447",lpg1447
"AAU27530,gene:lpg1448",lpg1448
"AAU27531,gene:lpg1449",lpg1449
"AAU27532,gene:lpg1450",lpg1450
"AAU27533,gene:lpg1451",lpg1451
"AAU27534,gene:lpg1452",lpg1452
"AAU27535,gene:lpg1453",lpg1453
"AAU27536,gene:lpg1454",lpg1454
"AAU27537,gene:lpg1455",lpg1455
"AAU27538,gene:lpg1456",lpg1456
"AAU27539,gene:lpg1457",lpg1457
"AAU27540,gene:lpg1458",lpg1458
"AAU27541,gene:lpg1459",lpg1459
"AAU27542,gene:lpg1460",lpg1460
"AAU27543,gene:lpg1461",lpg1461
"AAU27544,gene:lpg1462",lpg1462
"AAU27545,gene:lpg1463",lpg1463
"AAU27546,gene:lpg1464",lpg1464
"AAU27547,gene:lpg1465",lpg1465
"AAU27548,gene:lpg1466",lpg1466
"AAU27549,gene:lpg1467",lpg1467
"AAU27550,gene:lpg1468",lpg1468
"AAU27551,gene:lpg1469",lpg1469
"AAU27552,gene:lpg1470",lpg1470
"AAU27553,gene:lpg1471",lpg1471
"AAU27554,gene:lpg1472",lpg1472
"AAU27555,gene:lpg1473",lpg1473
"AAU27556,gene:lpg1474",lpg1474
"AAU27557,gene:lpg1475",lpg1475
"AAU27558,gene:lpg1476",lpg1476
"AAU27559,gene:lpg1477",lpg1477
"AAU27560,gene:lpg1478",lpg1478
"AAU27561,gene:lpg1479",lpg1479
"AAU27562,gene:lpg1480",lpg1480
"AAU27563,gene:lpg1481",lpg1481
"AAU27564,gene:lpg1482",lpg1482
"AAU27565,gene:lpg1483",lpg1483
"AAU27566,gene:lpg1484",lpg1484
"AAU27567,gene:lpg1485",lpg1485
"AAU27568,gene:lpg1486",lpg1486
"AAU27569,gene:lpg1487",lpg1487
"AAU27570,gene:lpg1488",lpg1488
"AAU27571,gene:lpg1489",lpg1489
"AAU27572,gene:lpg1490",lpg1490
"AAU27573,gene:lpg1491",lpg1491
"AAU27574,gene:lpg1492",lpg1492
"AAU27575,gene:lpg1493",lpg1493
"AAU27576,gene:lpg1494",lpg1494
"AAU27577,gene:lpg1495",lpg1495
"AAU27578,gene:lpg1496",lpg1496
"AAU27579,gene:lpg1497",lpg1497
"AAU27580,gene:lpg1498",lpg1498
"AAU27581,gene:lpg1499",lpg1499
"AAU27582,gene:lpg1500",lpg1500
"AAU27583,gene:lpg1501",lpg1501
"AAU27584,gene:lpg1502",lpg1502
"AAU27585,gene:lpg1503",lpg1503
"AAU27586,gene:lpg1504",lpg1504
"AAU27587,gene:lpg1505",lpg1505
"AAU27588,gene:lpg1506",lpg1506
"AAU27589,gene:lpg1507",lpg1507
"AAU27590,gene:lpg1508",lpg1508
"AAU27591,gene:lpg1509",lpg1509
"AAU27592,gene:lpg1510",lpg1510
"AAU27593,gene:lpg1511",lpg1511
"AAU27594,gene:lpg1512",lpg1512
"AAU27595,gene:lpg1513",lpg1513
"AAU27596,gene:lpg1514",lpg1514
"AAU27597,gene:lpg1515",lpg1515
"AAU27598,gene:lpg1516",lpg1516
"AAU27599,gene:lpg1517",lpg1517
"AAU27600,gene:lpg1518",lpg1518
"AAU27601,gene:lpg1519",lpg1519
"AAU27602,gene:lpg1520",lpg1520
"AAU27603,gene:lpg1521",lpg1521
"AAU27604,gene:lpg1522",lpg1522
"AAU27605,gene:lpg1523",lpg1523
"AAU27606,gene:lpg1524",lpg1524
"AAU27607,gene:lpg1525",lpg1525
"AAU27608,gene:lpg1526",lpg1526
"AAU27609,gene:lpg1527",lpg1527
"AAU27610,gene:lpg1528",lpg1528
"AAU27611,gene:lpg1529",lpg1529
"AAU27612,gene:lpg1530",lpg1530
"AAU27613,gene:lpg1531",lpg1531
"AAU27614,gene:lpg1532",lpg1532
"AAU27615,gene:lpg1533",lpg1533
"AAU27616,gene:lpg1534",lpg1534
"AAU27617,gene:lpg1535",lpg1535
"AAU27618,gene:lpg1536",lpg1536
"AAU27619,gene:lpg1537",lpg1537
"AAU27620,gene:lpg1538",lpg1538
"AAU27621,gene:lpg1539",lpg1539
"AAU27622,gene:lpg1540",lpg1540
"AAU27623,gene:lpg1541",lpg1541
"AAU27624,gene:lpg1542",lpg1542
"AAU27625,gene:lpg1543",lpg1543
"AAU27626,gene:lpg1544",lpg1544
"AAU27627,gene:lpg1545",lpg1545
"AAU27628,gene:lpg1546",lpg1546
"AAU27629,gene:lpg1547",lpg1547
"AAU27630,gene:lpg1548",lpg1548
"AAU27631,gene:lpg1549",lpg1549
"AAU27632,gene:lpg1550",lpg1550
"AAU27633,gene:lpg1551",lpg1551
"AAU27634,gene:lpg1552",lpg1552
"AAU27635,gene:lpg1553",lpg1553
"AAU27636,gene:lpg1554",lpg1554
"AAU27637,gene:lpg1555",lpg1555
"AAU27638,gene:lpg1556",lpg1556
"AAU27639,gene:lpg1557",lpg1557
"AAU27640,gene:lpg1558",lpg1558
"AAU27641,gene:lpg1559",lpg1559
"AAU27642,gene:lpg1560",lpg1560
"AAU27643,gene:lpg1561",lpg1561
"AAU27644,gene:lpg1562",lpg1562
"AAU27645,gene:lpg1563",lpg1563
"AAU27646,gene:lpg1564",lpg1564
"AAU27647,gene:lpg1565",lpg1565
"AAU27648,gene:lpg1566",lpg1566
"AAU27649,gene:lpg1567",lpg1567
"AAU27650,gene:lpg1568",lpg1568
"AAU27651,gene:lpg1569",lpg1569
"AAU27652,gene:lpg1570",lpg1570
"AAU27653,gene:lpg1571",lpg1571
"AAU27654,gene:lpg1572",lpg1572
"AAU27655,gene:lpg1573",lpg1573
"AAU27656,gene:lpg1574",lpg1574
"AAU27657,gene:lpg1575",lpg1575
"AAU27658,gene:lpg1576",lpg1576
"AAU27659,gene:lpg1577",lpg1577
"AAU27660,gene:lpg1578",lpg1578
"AAU27661,gene:lpg1579",lpg1579
"AAU27662,gene:lpg1580",lpg1580
"AAU27663,gene:lpg1581",lpg1581
"AAU27664,gene:lpg1582",lpg1582
"AAU27665,gene:lpg1583",lpg1583
"AAU27666,gene:lpg1584",lpg1584
"AAU27667,gene:lpg1585",lpg1585
"AAU27668,gene:lpg1586",lpg1586
"AAU27669,gene:lpg1587",lpg1587
"AAU27670,gene:lpg1588",lpg1588
"AAU27671,gene:lpg1589",lpg1589
"AAU27672,gene:lpg1590",lpg1590
"AAU27673,gene:lpg1591",lpg1591
"AAU27674,gene:lpg1592",lpg1592
"AAU27675,gene:lpg1593",lpg1593
"AAU27676,gene:lpg1594",lpg1594
"AAU27677,gene:lpg1595",lpg1595
"AAU27678,gene:lpg1596",lpg1596
"AAU27679,gene:lpg1597",lpg1597
"AAU27680,gene:lpg1598",lpg1598
"AAU27681,gene:lpg1599",lpg1599
"AAU27682,gene:lpg1602",lpg1602
"AAU27683,gene:lpg1603",lpg1603
"AAU27684,gene:lpg1604",lpg1604
"AAU27685,gene:lpg1605",lpg1605
"AAU27686,gene:lpg1606",lpg1606
"AAU27687,gene:lpg1607",lpg1607
"AAU27688,gene:lpg1608",lpg1608
"AAU27689,gene:lpg1609",lpg1609
"AAU27690,gene:lpg1610",lpg1610
"AAU27691,gene:lpg1611",lpg1611
"AAU27692,gene:lpg1612",lpg1612
"AAU27693,gene:lpg1613",lpg1613
"AAU27694,gene:lpg1614",lpg1614
"AAU27695,gene:lpg1615",lpg1615
"AAU27696,gene:lpg1616",lpg1616
"AAU27697,gene:lpg1617",lpg1617
"AAU27698,gene:lpg1618",lpg1618
"AAU27699,gene:lpg1619",lpg1619
"AAU27700,gene:lpg1620",lpg1620
"AAU27701,gene:lpg1621",lpg1621
"AAU27702,gene:lpg1622",lpg1622
"AAU27703,gene:lpg1623",lpg1623
"AAU27704,gene:lpg1624",lpg1624
"AAU27705,gene:lpg1625",lpg1625
"AAU27706,gene:lpg1626",lpg1626
"AAU27707,gene:lpg1627",lpg1627
"AAU27708,gene:lpg1628",lpg1628
"AAU27709,gene:lpg1629",lpg1629
"AAU27710,gene:lpg1630",lpg1630
"AAU27711,gene:lpg1631",lpg1631
"AAU27712,gene:lpg1632",lpg1632
"AAU27713,gene:lpg1633",lpg1633
"AAU27714,gene:lpg1634",lpg1634
"AAU27715,gene:lpg1635",lpg1635
"AAU27716,gene:lpg1636",lpg1636
"AAU27717,gene:lpg1637",lpg1637
"AAU27718,gene:lpg1638",lpg1638
"AAU27719,gene:lpg1639",lpg1639
"AAU27720,gene:lpg1640",lpg1640
"AAU27721,gene:lpg1641",lpg1641
"AAU27722,gene:lpg1642",lpg1642
"AAU27723,gene:lpg1643",lpg1643
"AAU27724,gene:lpg1644",lpg1644
"AAU27725,gene:lpg1645",lpg1645
"AAU27726,gene:lpg1646",lpg1646
"AAU27727,gene:lpg1647",lpg1647
"AAU27728,gene:lpg1648",lpg1648
"AAU27729,gene:lpg1649",lpg1649
"AAU27730,gene:lpg1650",lpg1650
"AAU27731,gene:lpg1651",lpg1651
"AAU27732,gene:lpg1652",lpg1652
"AAU27733,gene:lpg1653",lpg1653
"AAU27734,gene:lpg1654",lpg1654
"AAU27735,gene:lpg1655",lpg1655
"AAU27736,gene:lpg1656",lpg1656
"AAU27737,gene:lpg1657",lpg1657
"AAU27738,gene:lpg1658",lpg1658
"AAU27739,gene:lpg1659",lpg1659
"AAU27740,gene:lpg1660",lpg1660
"AAU27741,gene:lpg1661",lpg1661
"AAU27742,gene:lpg1662",lpg1662
"AAU27743,gene:lpg1663",lpg1663
"AAU27744,gene:lpg1664",lpg1664
"AAU27745,gene:lpg1665",lpg1665
"AAU27746,gene:lpg1666",lpg1666
"AAU27747,gene:lpg1667",lpg1667
"AAU27748,gene:lpg1668",lpg1668
"AAU27749,gene:lpg1669",lpg1669
"AAU27750,gene:lpg1670",lpg1670
"AAU27751,gene:lpg1671",lpg1671
"AAU27752,gene:lpg1672",lpg1672
"AAU27753,gene:lpg1673",lpg1673
"AAU27754,gene:lpg1674",lpg1674
"AAU27755,gene:lpg1675",lpg1675
"AAU27756,gene:lpg1676",lpg1676
"AAU27757,gene:lpg1677",lpg1677
"AAU27758,gene:lpg1678",lpg1678
"AAU27759,gene:lpg1679",lpg1679
"AAU27760,gene:lpg1680",lpg1680
"AAU27761,gene:lpg1681",lpg1681
"AAU27762,gene:lpg1682",lpg1682
"AAU27763,gene:lpg1683",lpg1683
"AAU27764,gene:lpg1684",lpg1684
"AAU27765,gene:lpg1685",lpg1685
"AAU27766,gene:lpg1686",lpg1686
"AAU27767,gene:lpg1687",lpg1687
"AAU27768,gene:lpg1688",lpg1688
"AAU27769,gene:lpg1689",lpg1689
"AAU27770,gene:lpg1690",lpg1690
"AAU27771,gene:lpg1691",lpg1691
"AAU27772,gene:lpg1692",lpg1692
"AAU27773,gene:lpg1693",lpg1693
"AAU27774,gene:lpg1694",lpg1694
"AAU27775,gene:lpg1695",lpg1695
"AAU27776,gene:lpg1696",lpg1696
"AAU27777,gene:lpg1697",lpg1697
"AAU27778,gene:lpg1698",lpg1698
"AAU27779,gene:lpg1699",lpg1699
"AAU27780,gene:lpg1700",lpg1700
"AAU27781,gene:lpg1701",lpg1701
"AAU27782,gene:lpg1702",lpg1702
"AAU27783,gene:lpg1703",lpg1703
"AAU27784,gene:lpg1704",lpg1704
"AAU27785,gene:lpg1705",lpg1705
"AAU27786,gene:lpg1706",lpg1706
"AAU27787,gene:lpg1707",lpg1707
"AAU27788,gene:lpg1708",lpg1708
"AAU27789,gene:lpg1709",lpg1709
"AAU27790,gene:lpg1710",lpg1710
"AAU27791,gene:lpg1711",lpg1711
"AAU27792,gene:lpg1712",lpg1712
"AAU27793,gene:lpg1713",lpg1713
"AAU27794,gene:lpg1714",lpg1714
"AAU27795,gene:lpg1715",lpg1715
"AAU27796,gene:lpg1716",lpg1716
"AAU27797,gene:lpg1717",lpg1717
"AAU27798,gene:lpg1718",lpg1718
"AAU27799,gene:lpg1719",lpg1719
"AAU27800,gene:lpg1720",lpg1720
"AAU27801,gene:lpg1721",lpg1721
"AAU27802,gene:lpg1722",lpg1722
"AAU27803,gene:lpg1723",lpg1723
"AAU27804,gene:lpg1724",lpg1724
"AAU27805,gene:lpg1726",lpg1726
"AAU27806,gene:lpg1727",lpg1727
"AAU27807,gene:lpg1728",lpg1728
"AAU27808,gene:lpg1729",lpg1729
"AAU27809,gene:lpg1730",lpg1730
"AAU27810,gene:lpg1731",lpg1731
"AAU27811,gene:lpg1732",lpg1732
"AAU27812,gene:lpg1733",lpg1733
"AAU27813,gene:lpg1734",lpg1734
"AAU27814,gene:lpg1735",lpg1735
"AAU27815,gene:lpg1736",lpg1736
"AAU27816,gene:lpg1737",lpg1737
"AAU27817,gene:lpg1738",lpg1738
"AAU27818,gene:lpg1739",lpg1739
"AAU27819,gene:lpg1740",lpg1740
"AAU27820,gene:lpg1741",lpg1741
"AAU27821,gene:lpg1742",lpg1742
"AAU27822,gene:lpg1743",lpg1743
"AAU27823,gene:lpg1744",lpg1744
"AAU27824,gene:lpg1745",lpg1745
"AAU27825,gene:lpg1746",lpg1746
"AAU27826,gene:lpg1747",lpg1747
"AAU27827,gene:lpg1748",lpg1748
"AAU27828,gene:lpg1749",lpg1749
"AAU27829,gene:lpg1750",lpg1750
"AAU27830,gene:lpg1751",lpg1751
"AAU27831,gene:lpg1752",lpg1752
"AAU27832,gene:lpg1753",lpg1753
"AAU27833,gene:lpg1754",lpg1754
"AAU27834,gene:lpg1755",lpg1755
"AAU27835,gene:lpg1756",lpg1756
"AAU27836,gene:lpg1757",lpg1757
"AAU27837,gene:lpg1758",lpg1758
"AAU27838,gene:lpg1759",lpg1759
"AAU27839,gene:lpg1760",lpg1760
"AAU27840,gene:lpg1761",lpg1761
"AAU27841,gene:lpg1762",lpg1762
"AAU27842,gene:lpg1763",lpg1763
"AAU27843,gene:lpg1764",lpg1764
"AAU27844,gene:lpg1765",lpg1765
"AAU27845,gene:lpg1766",lpg1766
"AAU27846,gene:lpg1767",lpg1767
"AAU27847,gene:lpg1768",lpg1768
"AAU27848,gene:lpg1769",lpg1769
"AAU27849,gene:lpg1770",lpg1770
"AAU27850,gene:lpg1771",lpg1771
"AAU27851,gene:lpg1772",lpg1772
"AAU27852,gene:lpg1773",lpg1773
"AAU27853,gene:lpg1774",lpg1774
"AAU27854,gene:lpg1775",lpg1775
"AAU27855,gene:lpg1776",lpg1776
"AAU27856,gene:lpg1777",lpg1777
"AAU27857,gene:lpg1778",lpg1778
"AAU27858,gene:lpg1779",lpg1779
"AAU27859,gene:lpg1780",lpg1780
"AAU27860,gene:lpg1781",lpg1781
"AAU27861,gene:lpg1782",lpg1782
"AAU27862,gene:lpg1783",lpg1783
"AAU27863,gene:lpg1784",lpg1784
"AAU27864,gene:lpg1785",lpg1785
"AAU27865,gene:lpg1786",lpg1786
"AAU27866,gene:lpg1787",lpg1787
"AAU27867,gene:lpg1788",lpg1788
"AAU27868,gene:lpg1789",lpg1789
"AAU27869,gene:lpg1790",lpg1790
"AAU27870,gene:lpg1791",lpg1791
"AAU27871,gene:lpg1792",lpg1792
"AAU27872,gene:lpg1793",lpg1793
