"AAU,gene:lpg4092",lpg4092
"AAU27873,gene:lpg1794",lpg1794
"AAU27874,gene:lpg1795",lpg1795
"AAU27875,gene:lpg1796",lpg1796
"AAU27876,gene:lpg1797",lpg1797
"AAU27877,gene:lpg1798",lpg1798
"AAU27878,gene:lpg1799",lpg1799
"AAU27879,gene:lpg1800",lpg1800
"AAU27880,gene:lpg1801",lpg1801
"AAU27881,gene:lpg1802",lpg1802
"AAU27882,gene:lpg1803",lpg1803
"AAU27883,gene:lpg1804",lpg1804
"AAU27884,gene:lpg1805",lpg1805
"AAU27885,gene:lpg1806",lpg1806
"AAU27886,gene:lpg1807",lpg1807
"AAU27887,gene:lpg1808",lpg1808
"AAU27888,gene:lpg1809",lpg1809
"AAU27889,gene:lpg1810",lpg1810
"AAU27890,gene:lpg1811",lpg1811
"AAU27891,gene:lpg1812",lpg1812
"AAU27892,gene:lpg1813",lpg1813
"AAU27893,gene:lpg1814",lpg1814
"AAU27894,gene:lpg1815",lpg1815
"AAU27895,gene:lpg1816",lpg1816
"AAU27896,gene:lpg1817",lpg1817
"AAU27897,gene:lpg1818",lpg1818
"AAU27898,gene:lpg1819",lpg1819
"AAU27899,gene:lpg1820",lpg1820
"AAU27900,gene:lpg1821",lpg1821
"AAU27901,gene:lpg1822",lpg1822
"AAU27902,gene:lpg1823",lpg1823
"AAU27903,gene:lpg1824",lpg1824
"AAU27904,gene:lpg1825",lpg1825
"AAU27905,gene:lpg1826",lpg1826
"AAU27906,gene:lpg1827",lpg1827
"AAU27907,gene:lpg1828",lpg1828
"AAU27908,gene:lpg1829",lpg1829
"AAU27909,gene:lpg1830",lpg1830
"AAU27910,gene:lpg1831",lpg1831
"AAU27911,gene:lpg1832",lpg1832
"AAU27912,gene:lpg1833",lpg1833
"AAU27913,gene:lpg1834",lpg1834
"AAU27914,gene:lpg1835",lpg1835
"AAU27915,gene:lpg1836",lpg1836
"AAU27916,gene:lpg1837",lpg1837
"AAU27917,gene:lpg1838",lpg1838
"AAU27918,gene:lpg1839",lpg1839
"AAU27919,gene:lpg1840",lpg1840
"AAU27920,gene:lpg1841",lpg1841
"AAU27921,gene:lpg1842",lpg1842
"AAU27922,gene:lpg1843",lpg1843
"AAU27923,gene:lpg1844",lpg1844
"AAU27924,gene:lpg1845",lpg1845
"AAU27925,gene:lpg1846",lpg1846
"AAU27926,gene:lpg1847",lpg1847
"AAU27927,gene:lpg1848",lpg1848
"AAU27928,gene:lpg1849",lpg1849
"AAU27929,gene:lpg1850",lpg1850
"AAU27930,gene:lpg1851",lpg1851
"AAU27931,gene:lpg1852",lpg1852
"AAU27932,gene:lpg1853",lpg1853
"AAU27933,gene:lpg1854",lpg1854
"AAU27934,gene:lpg1855",lpg1855
"AAU27935,gene:lpg1858",lpg1858
"AAU27936,gene:lpg1859",lpg1859
"AAU27937,gene:lpg1860",lpg1860
"AAU27938,gene:lpg1861",lpg1861
"AAU27939,gene:lpg1862",lpg1862
"AAU27940,gene:lpg1867",lpg1867
"AAU27941,gene:lpg1868",lpg1868
"AAU27942,gene:lpg1869",lpg1869
"AAU27943,gene:lpg1870",lpg1870
"AAU27944,gene:lpg1871",lpg1871
"AAU27945,gene:lpg1872",lpg1872
"AAU27946,gene:lpg1873",lpg1873
"AAU27947,gene:lpg1874",lpg1874
"AAU27948,gene:lpg1875",lpg1875
"AAU27949,gene:lpg1876",lpg1876
"AAU27950,gene:lpg1877",lpg1877
"AAU27951,gene:lpg1881",lpg1881
"AAU27952,gene:lpg1882",lpg1882
"AAU27953,gene:lpg1883",lpg1883
"AAU27954,gene:lpg1884",lpg1884
"AAU27955,gene:lpg1885",lpg1885
"AAU27956,gene:lpg1886",lpg1886
"AAU27957,gene:lpg1887",lpg1887
"AAU27958,gene:lpg1888",lpg1888
"AAU27959,gene:lpg1889",lpg1889
"AAU27960,gene:lpg1890",lpg1890
"AAU27961,gene:lpg1891",lpg1891
"AAU27962,gene:lpg1892",lpg1892
"AAU27963,gene:lpg1893",lpg1893
"AAU27964,gene:lpg1894",lpg1894
"AAU27965,gene:lpg1895",lpg1895
"AAU27966,gene:lpg1896",lpg1896
"AAU27967,gene:lpg1897",lpg1897
"AAU27968,gene:lpg1898",lpg1898
"AAU27969,gene:lpg1899",lpg1899
"AAU27970,gene:lpg1900",lpg1900
"AAU27971,gene:lpg1901",lpg1901
"AAU27972,gene:lpg1902",lpg1902
"AAU27973,gene:lpg1903",lpg1903
"AAU27974,gene:lpg1904",lpg1904
"AAU27975,gene:lpg1905",lpg1905
"AAU27976,gene:lpg1906",lpg1906
"AAU27977,gene:lpg1907",lpg1907
"AAU27978,gene:lpg1908",lpg1908
"AAU27979,gene:lpg1909",lpg1909
"AAU27980,gene:lpg1910",lpg1910
"AAU27981,gene:lpg1911",lpg1911
"AAU27982,gene:lpg1912",lpg1912
"AAU27983,gene:lpg1913",lpg1913
"AAU27984,gene:lpg1914",lpg1914
"AAU27985,gene:lpg1915",lpg1915
"AAU27986,gene:lpg1916",lpg1916
"AAU27987,gene:lpg1917",lpg1917
"AAU27988,gene:lpg1918",lpg1918
"AAU27989,gene:lpg1919",lpg1919
"AAU27990,gene:lpg1920",lpg1920
"AAU27991,gene:lpg1921",lpg1921
"AAU27992,gene:lpg1922",lpg1922
"AAU27993,gene:lpg1923",lpg1923
"AAU27994,gene:lpg1924",lpg1924
"AAU27995,gene:lpg1925",lpg1925
"AAU27996,gene:lpg1926",lpg1926
"AAU27997,gene:lpg1927",lpg1927
"AAU27998,gene:lpg1928",lpg1928
"AAU27999,gene:lpg1930",lpg1930
"AAU28000,gene:lpg1931",lpg1931
"AAU28001,gene:lpg1932",lpg1932
"AAU28002,gene:lpg1933",lpg1933
"AAU28003,gene:lpg1934",lpg1934
"AAU28004,gene:lpg1935",lpg1935
"AAU28005,gene:lpg1936",lpg1936
"AAU28006,gene:lpg1937",lpg1937
"AAU28007,gene:lpg1938",lpg1938
"AAU28008,gene:lpg1939",lpg1939
"AAU28009,gene:lpg1940",lpg1940
"AAU28010,gene:lpg1941",lpg1941
"AAU28011,gene:lpg1942",lpg1942
"AAU28012,gene:lpg1943",lpg1943
"AAU28013,gene:lpg1944",lpg1944
"AAU28014,gene:lpg1945",lpg1945
"AAU28015,gene:lpg1946",lpg1946
"AAU28016,gene:lpg1947",lpg1947
"AAU28017,gene:lpg1948",lpg1948
"AAU28018,gene:lpg1949",lpg1949
"AAU28019,gene:lpg1950",lpg1950
"AAU28020,gene:lpg1951",lpg1951
"AAU28021,gene:lpg1952",lpg1952
"AAU28022,gene:lpg1953",lpg1953
"AAU28023,gene:lpg1954",lpg1954
"AAU28024,gene:lpg1955",lpg1955
"AAU28025,gene:lpg1956",lpg1956
"AAU28026,gene:lpg1957",lpg1957
"AAU28027,gene:lpg1958",lpg1958
"AAU28028,gene:lpg1959",lpg1959
"AAU28029,gene:lpg1960",lpg1960
"AAU28030,gene:lpg1961",lpg1961
"AAU28031,gene:lpg1962",lpg1962
"AAU28032,gene:lpg1963",lpg1963
"AAU28033,gene:lpg1964",lpg1964
"AAU28034,gene:lpg1965",lpg1965
"AAU28035,gene:lpg1966",lpg1966
"AAU28036,gene:lpg1967",lpg1967
"AAU28037,gene:lpg1968",lpg1968
"AAU28038,gene:lpg1969",lpg1969
"AAU28039,gene:lpg1970",lpg1970
"AAU28040,gene:lpg1971",lpg1971
"AAU28041,gene:lpg1972",lpg1972
"AAU28042,gene:lpg1973",lpg1973
"AAU28043,gene:lpg1974",lpg1974
"AAU28044,gene:lpg1975",lpg1975
"AAU28045,gene:lpg1976",lpg1976
"AAU28046,gene:lpg1977",lpg1977
"AAU28047,gene:lpg1978",lpg1978
"AAU28048,gene:lpg1979",lpg1979
"AAU28049,gene:lpg1980",lpg1980
"AAU28050,gene:lpg1981",lpg1981
"AAU28051,gene:lpg1982",lpg1982
"AAU28052,gene:lpg1983",lpg1983
"AAU28053,gene:lpg1984",lpg1984
"AAU28054,gene:lpg1985",lpg1985
"AAU28055,gene:lpg1986",lpg1986
"AAU28056,gene:lpg1987",lpg1987
"AAU28057,gene:lpg1988",lpg1988
"AAU28058,gene:lpg1989",lpg1989
"AAU28059,gene:lpg1990",lpg1990
"AAU28060,gene:lpg1991",lpg1991
"AAU28061,gene:lpg1992",lpg1992
"AAU28062,gene:lpg1993",lpg1993
"AAU28063,gene:lpg1994",lpg1994
"AAU28064,gene:lpg1995",lpg1995
"AAU28065,gene:lpg1996",lpg1996
"AAU28066,gene:lpg1997",lpg1997
"AAU28067,gene:lpg1998",lpg1998
"AAU28068,gene:lpg1999",lpg1999
"AAU28069,gene:lpg2000",lpg2000
"AAU28070,gene:lpg2001",lpg2001
"AAU28071,gene:lpg2002",lpg2002
"AAU28072,gene:lpg2003",lpg2003
"AAU28073,gene:lpg2004",lpg2004
"AAU28074,gene:lpg2005",lpg2005
"AAU28075,gene:lpg2006",lpg2006
"AAU28076,gene:lpg2007",lpg2007
"AAU28077,gene:lpg2008",lpg2008
"AAU28078,gene:lpg2009",lpg2009
"AAU28079,gene:lpg2010",lpg2010
"AAU28080,gene:lpg2011",lpg2011
"AAU28081,gene:lpg2012",lpg2012
"AAU28082,gene:lpg2013",lpg2013
"AAU28083,gene:lpg2014",lpg2014
"AAU28084,gene:lpg2015",lpg2015
"AAU28085,gene:lpg2016",lpg2016
"AAU28086,gene:lpg2017",lpg2017
"AAU28087,gene:lpg2018",lpg2018
"AAU28088,gene:lpg2019",lpg2019
"AAU28089,gene:lpg2020",lpg2020
"AAU28090,gene:lpg2021",lpg2021
"AAU28091,gene:lpg2022",lpg2022
"AAU28092,gene:lpg2023",lpg2023
"AAU28093,gene:lpg2024",lpg2024
"AAU28094,gene:lpg2025",lpg2025
"AAU28095,gene:lpg2026",lpg2026
"AAU28096,gene:lpg2027",lpg2027
"AAU28097,gene:lpg2028",lpg2028
"AAU28098,gene:lpg2029",lpg2029
"AAU28099,gene:lpg2030",lpg2030
"AAU28100,gene:lpg2031",lpg2031
"AAU28101,gene:lpg2032",lpg2032
"AAU28102,gene:lpg2033",lpg2033
"AAU28103,gene:lpg2034",lpg2034
"AAU28104,gene:lpg2035",lpg2035
"AAU28105,gene:lpg2036",lpg2036
"AAU28106,gene:lpg2037",lpg2037
"AAU28107,gene:lpg2038",lpg2038
"AAU28108,gene:lpg2039",lpg2039
"AAU28109,gene:lpg2040",lpg2040
"AAU28110,gene:lpg2041",lpg2041
"AAU28111,gene:lpg2042",lpg2042
"AAU28112,gene:lpg2043",lpg2043
"AAU28113,gene:lpg2044",lpg2044
"AAU28114,gene:lpg2045",lpg2045
"AAU28115,gene:lpg2046",lpg2046
"AAU28116,gene:lpg2047",lpg2047
"AAU28117,gene:lpg2048",lpg2048
"AAU28118,gene:lpg2049",lpg2049
"AAU28119,gene:lpg2050",lpg2050
"AAU28120,gene:lpg2051",lpg2051
"AAU28121,gene:lpg2052",lpg2052
"AAU28122,gene:lpg2053",lpg2053
"AAU28123,gene:lpg2057",lpg2057
"AAU28124,gene:lpg2058",lpg2058
"AAU28125,gene:lpg2059",lpg2059
"AAU28126,gene:lpg2060",lpg2060
"AAU28127,gene:lpg2061",lpg2061
"AAU28128,gene:lpg2062",lpg2062
"AAU28129,gene:lpg2063",lpg2063
"AAU28130,gene:lpg2064",lpg2064
"AAU28131,gene:lpg2065",lpg2065
"AAU28132,gene:lpg2066",lpg2066
"AAU28133,gene:lpg2067",lpg2067
"AAU28134,gene:lpg2068",lpg2068
"AAU28135,gene:lpg2069",lpg2069
"AAU28136,gene:lpg2070",lpg2070
"AAU28137,gene:lpg2071",lpg2071
"AAU28138,gene:lpg2072",lpg2072
"AAU28139,gene:lpg2073",lpg2073
"AAU28140,gene:lpg2074",lpg2074
"AAU28141,gene:lpg2075",lpg2075
"AAU28142,gene:lpg2076",lpg2076
"AAU28143,gene:lpg2077",lpg2077
"AAU28144,gene:lpg2078",lpg2078
"AAU28145,gene:lpg2079",lpg2079
"AAU28146,gene:lpg2080",lpg2080
"AAU28147,gene:lpg2081",lpg2081
"AAU28148,gene:lpg2082",lpg2082
"AAU28149,gene:lpg2083",lpg2083
"AAU28150,gene:lpg2084",lpg2084
"AAU28151,gene:lpg2085",lpg2085
"AAU28152,gene:lpg2086",lpg2086
"AAU28153,gene:lpg2087",lpg2087
"AAU28154,gene:lpg2088",lpg2088
"AAU28155,gene:lpg2089",lpg2089
"AAU28156,gene:lpg2090",lpg2090
"AAU28157,gene:lpg2091",lpg2091
"AAU28158,gene:lpg2092",lpg2092
"AAU28159,gene:lpg2093",lpg2093
"AAU28160,gene:lpg2094",lpg2094
"AAU28161,gene:lpg2095",lpg2095
"AAU28162,gene:lpg2096",lpg2096
"AAU28163,gene:lpg2097",lpg2097
"AAU28164,gene:lpg2098",lpg2098
"AAU28165,gene:lpg2099",lpg2099
"AAU28166,gene:lpg2100",lpg2100
"AAU28167,gene:lpg2101",lpg2101
"AAU28168,gene:lpg2102",lpg2102
"AAU28169,gene:lpg2103",lpg2103
"AAU28170,gene:lpg2104",lpg2104
"AAU28171,gene:lpg2105",lpg2105
"AAU28172,gene:lpg2106",lpg2106
"AAU28173,gene:lpg2107",lpg2107
"AAU28174,gene:lpg2108",lpg2108
"AAU28175,gene:lpg2109",lpg2109
"AAU28176,gene:lpg2110",lpg2110
"AAU28177,gene:lpg2111",lpg2111
"AAU28178,gene:lpg2112",lpg2112
"AAU28179,gene:lpg2113",lpg2113
"AAU28180,gene:lpg2114",lpg2114
"AAU28181,gene:lpg2115",lpg2115
"AAU28182,gene:lpg2116",lpg2116
"AAU28183,gene:lpg2118",lpg2118
"AAU28184,gene:lpg2117",lpg2117
"AAU28185,gene:lpg2119",lpg2119
"AAU28186,gene:lpg2120",lpg2120
"AAU28187,gene:lpg2121",lpg2121
"AAU28188,gene:lpg2122",lpg2122
"AAU28189,gene:lpg2123",lpg2123
"AAU28190,gene:lpg2124",lpg2124
"AAU28191,gene:lpg2125",lpg2125
"AAU28192,gene:lpg2126",lpg2126
"AAU28193,gene:lpg2127",lpg2127
"AAU28194,gene:lpg2128",lpg2128
"AAU28195,gene:lpg2129",lpg2129
"AAU28196,gene:lpg2130",lpg2130
"AAU28197,gene:lpg2131",lpg2131
"AAU28198,gene:lpg2132",lpg2132
"AAU28199,gene:lpg2133",lpg2133
"AAU28200,gene:lpg2134",lpg2134
"AAU28201,gene:lpg2135",lpg2135
"AAU28202,gene:lpg2136",lpg2136
"AAU28203,gene:lpg2137",lpg2137
"AAU28204,gene:lpg2138",lpg2138
"AAU28205,gene:lpg2139",lpg2139
"AAU28206,gene:lpg2140",lpg2140
"AAU28207,gene:lpg2141",lpg2141
"AAU28208,gene:lpg2142",lpg2142
"AAU28209,gene:lpg2143",lpg2143
"AAU28210,gene:lpg2144",lpg2144
"AAU28211,gene:lpg2145",lpg2145
"AAU28212,gene:lpg2146",lpg2146
"AAU28213,gene:lpg2147",lpg2147
"AAU28214,gene:lpg2148",lpg2148
"AAU28215,gene:lpg2149",lpg2149
"AAU28216,gene:lpg2150",lpg2150
"AAU28217,gene:lpg2151",lpg2151
"AAU28218,gene:lpg2152",lpg2152
"AAU28219,gene:lpg2153",lpg2153
"AAU28220,gene:lpg2154",lpg2154
"AAU28221,gene:lpg2155",lpg2155
"AAU28222,gene:lpg2156",lpg2156
"AAU28223,gene:lpg2157",lpg2157
"AAU28224,gene:lpg2158",lpg2158
"AAU28225,gene:lpg2159",lpg2159
"AAU28226,gene:lpg2160",lpg2160
"AAU28227,gene:lpg2161",lpg2161
"AAU28228,gene:lpg2162",lpg2162
"AAU28229,gene:lpg2163",lpg2163
"AAU28230,gene:lpg2164",lpg2164
"AAU28231,gene:lpg2165",lpg2165
"AAU28232,gene:lpg2166",lpg2166
"AAU28233,gene:lpg2167",lpg2167
"AAU28234,gene:lpg2168",lpg2168
"AAU28235,gene:lpg2169",lpg2169
"AAU28236,gene:lpg2170",lpg2170
"AAU28237,gene:lpg2171",lpg2171
"AAU28238,gene:lpg2172",lpg2172
"AAU28239,gene:lpg2173",lpg2173
"AAU28240,gene:lpg2175",lpg2175
"AAU28241,gene:lpg2176",lpg2176
"AAU28242,gene:lpg2177",lpg2177
"AAU28243,gene:lpg2178",lpg2178
"AAU28244,gene:lpg2179",lpg2179
"AAU28245,gene:lpg2180",lpg2180
"AAU28246,gene:lpg2181",lpg2181
"AAU28247,gene:lpg2182",lpg2182
"AAU28248,gene:lpg2183",lpg2183
"AAU28249,gene:lpg2184",lpg2184
"AAU28250,gene:lpg2185",lpg2185
"AAU28251,gene:lpg2186",lpg2186
"AAU28252,gene:lpg2187",lpg2187
"AAU28253,gene:lpg2188",lpg2188
"AAU28254,gene:lpg2189",lpg2189
"AAU28255,gene:lpg2190",lpg2190
"AAU28256,gene:lpg2191",lpg2191
"AAU28257,gene:lpg2192",lpg2192
"AAU28258,gene:lpg2193",lpg2193
"AAU28259,gene:lpg2194",lpg2194
"AAU28260,gene:lpg2195",lpg2195
"AAU28261,gene:lpg2196",lpg2196
"AAU28262,gene:lpg2197",lpg2197
"AAU28263,gene:lpg2198",lpg2198
"AAU28264,gene:lpg2199",lpg2199
"AAU28265,gene:lpg2200",lpg2200
"AAU28266,gene:lpg2201",lpg2201
"AAU28267,gene:lpg2202",lpg2202
"AAU28268,gene:lpg2203",lpg2203
"AAU28269,gene:lpg2204",lpg2204
"AAU28270,gene:lpg2205",lpg2205
"AAU28271,gene:lpg2206",lpg2206
"AAU28272,gene:lpg2207",lpg2207
"AAU28273,gene:lpg2208",lpg2208
"AAU28274,gene:lpg2209",lpg2209
"AAU28275,gene:lpg2210",lpg2210
"AAU28276,gene:lpg2211",lpg2211
"AAU28277,gene:lpg2212",lpg2212
"AAU28278,gene:lpg2213",lpg2213
"AAU28279,gene:lpg2214",lpg2214
"AAU28280,gene:lpg2215",lpg2215
"AAU28281,gene:lpg2216",lpg2216
"AAU28282,gene:lpg2217",lpg2217
"AAU28283,gene:lpg2218",lpg2218
"AAU28284,gene:lpg2219",lpg2219
"AAU28285,gene:lpg2220",lpg2220
"AAU28286,gene:lpg2221",lpg2221
"AAU28287,gene:lpg2222",lpg2222
"AAU28288,gene:lpg2223",lpg2223
"AAU28289,gene:lpg2224",lpg2224
"AAU28290,gene:lpg2225",lpg2225
"AAU28291,gene:lpg2226",lpg2226
"AAU28292,gene:lpg2227",lpg2227
"AAU28293,gene:lpg2228",lpg2228
"AAU28294,gene:lpg2229",lpg2229
"AAU28295,gene:lpg2230",lpg2230
"AAU28296,gene:lpg2231",lpg2231
"AAU28297,gene:lpg2232",lpg2232
"AAU28298,gene:lpg2233",lpg2233
"AAU28299,gene:lpg2234",lpg2234
"AAU28300,gene:lpg2235",lpg2235
"AAU28301,gene:lpg2236",lpg2236
"AAU28302,gene:lpg2237",lpg2237
"AAU28303,gene:lpg2238",lpg2238
"AAU28304,gene:lpg2239",lpg2239
"AAU28305,gene:lpg2240",lpg2240
"AAU28306,gene:lpg2241",lpg2241
"AAU28307,gene:lpg2242",lpg2242
"AAU28308,gene:lpg2243",lpg2243
"AAU28309,gene:lpg2244",lpg2244
"AAU28310,gene:lpg2245",lpg2245
"AAU28311,gene:lpg2246",lpg2246
"AAU28312,gene:lpg2247",lpg2247
"AAU28313,gene:lpg2248",lpg2248
"AAU28314,gene:lpg2249",lpg2249
"AAU28315,gene:lpg2250",lpg2250
"AAU28316,gene:lpg2251",lpg2251
"AAU28317,gene:lpg2252",lpg2252
"AAU28318,gene:lpg2253",lpg2253
"AAU28319,gene:lpg2254",lpg2254
"AAU28320,gene:lpg2255",lpg2255
"AAU28321,gene:lpg2256",lpg2256
"AAU28322,gene:lpg2257",lpg2257
"AAU28323,gene:lpg2258",lpg2258
"AAU28324,gene:lpg2259",lpg2259
"AAU28325,gene:lpg2260",lpg2260
"AAU28326,gene:lpg2261",lpg2261
"AAU28327,gene:lpg2262",lpg2262
"AAU28328,gene:lpg2263",lpg2263
"AAU28329,gene:lpg2264",lpg2264
"AAU28330,gene:lpg2265",lpg2265
"AAU28331,gene:lpg2266",lpg2266
"AAU28332,gene:lpg2267",lpg2267
"AAU28333,gene:lpg2268",lpg2268
"AAU28334,gene:lpg2269",lpg2269
"AAU28335,gene:lpg2270",lpg2270
"AAU28336,gene:lpg2271",lpg2271
"AAU28337,gene:lpg2272",lpg2272
"AAU28338,gene:lpg2273",lpg2273
"AAU28339,gene:lpg2274",lpg2274
"AAU28340,gene:lpg2275",lpg2275
"AAU28341,gene:lpg2276",lpg2276
"AAU28342,gene:lpg2277",lpg2277
"AAU28343,gene:lpg2278",lpg2278
"AAU28344,gene:lpg2279",lpg2279
"AAU28345,gene:lpg2280",lpg2280
"AAU28346,gene:lpg2281",lpg2281
"AAU28347,gene:lpg2282",lpg2282
"AAU28348,gene:lpg2283",lpg2283
"AAU28349,gene:lpg2284",lpg2284
"AAU28350,gene:lpg2285",lpg2285
"AAU28351,gene:lpg2286",lpg2286
"AAU28352,gene:lpg2287",lpg2287
"AAU28353,gene:lpg2288",lpg2288
"AAU28354,gene:lpg2289",lpg2289
"AAU28355,gene:lpg2293",lpg2293
"AAU28356,gene:lpg2294",lpg2294
"AAU28357,gene:lpg2295",lpg2295
"AAU28358,gene:lpg2296",lpg2296
"AAU28359,gene:lpg2297",lpg2297
"AAU28360,gene:lpg2298",lpg2298
"AAU28361,gene:lpg2299",lpg2299
"AAU28362,gene:lpg2300",lpg2300
"AAU28363,gene:lpg2301",lpg2301
"AAU28364,gene:lpg2302",lpg2302
"AAU28365,gene:lpg2303",lpg2303
"AAU28366,gene:lpg2304",lpg2304
"AAU28367,gene:lpg2305",lpg2305
"AAU28368,gene:lpg2306",lpg2306
"AAU28369,gene:lpg2307",lpg2307
"AAU28370,gene:lpg2308",lpg2308
"AAU28371,gene:lpg2309",lpg2309
"AAU28372,gene:lpg2310",lpg2310
"AAU28373,gene:lpg2311",lpg2311
"AAU28374,gene:lpg2312",lpg2312
"AAU28375,gene:lpg2313",lpg2313
"AAU28376,gene:lpg2314",lpg2314
"AAU28377,gene:lpg2315",lpg2315
"AAU28378,gene:lpg2316",lpg2316
"AAU28379,gene:lpg2317",lpg2317
"AAU28380,gene:lpg2318",lpg2318
"AAU28381,gene:lpg2319",lpg2319
"AAU28382,gene:lpg2320",lpg2320
"AAU28383,gene:lpg2321",lpg2321
"AAU28384,gene:lpg2322",lpg2322
"AAU28385,gene:lpg2323",lpg2323
"AAU28386,gene:lpg2324",lpg2324
"AAU28387,gene:lpg2325",lpg2325
"AAU28388,gene:lpg2326",lpg2326
"AAU28389,gene:lpg2327",lpg2327
"AAU28390,gene:lpg2328",lpg2328
"AAU28391,gene:lpg2329",lpg2329
"AAU28392,gene:lpg2330",lpg2330
"AAU28393,gene:lpg2331",lpg2331
"AAU28394,gene:lpg2332",lpg2332
"AAU28395,gene:lpg2333",lpg2333
"AAU28396,gene:lpg2334",lpg2334
"AAU28397,gene:lpg2335",lpg2335
"AAU28398,gene:lpg2336",lpg2336
"AAU28399,gene:lpg2337",lpg2337
"AAU28400,gene:lpg2338",lpg2338
"AAU28401,gene:lpg2339",lpg2339
"AAU28402,gene:lpg2340",lpg2340
"AAU28403,gene:lpg2341",lpg2341
"AAU28404,gene:lpg2342",lpg2342
"AAU28405,gene:lpg2343",lpg2343
"AAU28406,gene:lpg2344",lpg2344
"AAU28407,gene:lpg2345",lpg2345
"AAU28408,gene:lpg2346",lpg2346
"AAU28409,gene:lpg2347",lpg2347
"AAU28410,gene:lpg2348",lpg2348
"AAU28411,gene:lpg2349",lpg2349
"AAU28412,gene:lpg2350",lpg2350
"AAU28413,gene:lpg2351",lpg2351
"AAU28414,gene:lpg2352",lpg2352
"AAU28415,gene:lpg2353",lpg2353
"AAU28416,gene:lpg2354",lpg2354
"AAU28417,gene:lpg2355",lpg2355
"AAU28418,gene:lpg2356",lpg2356
"AAU28419,gene:lpg2357",lpg2357
"AAU28420,gene:lpg2358",lpg2358
"AAU28421,gene:lpg2359",lpg2359
"AAU28422,gene:lpg2360",lpg2360
"AAU28423,gene:lpg2361",lpg2361
"AAU28424,gene:lpg2363",lpg2363
"AAU28425,gene:lpg2364",lpg2364
"AAU28426,gene:lpg2365",lpg2365
"AAU28427,gene:lpg2366",lpg2366
"AAU28428,gene:lpg2367",lpg2367
"AAU28429,gene:lpg2368",lpg2368
"AAU28430,gene:lpg2369",lpg2369
"AAU28431,gene:lpg2370",lpg2370
"AAU28432,gene:lpg2371",lpg2371
"AAU28433,gene:lpg2372",lpg2372
"AAU28434,gene:lpg2373",lpg2373
"AAU28435,gene:lpg2374",lpg2374
"AAU28436,gene:lpg2375",lpg2375
"AAU28437,gene:lpg2376",lpg2376
"AAU28438,gene:lpg2377",lpg2377
"AAU28439,gene:lpg2378",lpg2378
"AAU28440,gene:lpg2379",lpg2379
"AAU28441,gene:lpg2380",lpg2380
"AAU28442,gene:lpg2381",lpg2381
"AAU28443,gene:lpg2382",lpg2382
"AAU28444,gene:lpg2383",lpg2383
"AAU28445,gene:lpg2384",lpg2384
"AAU28446,gene:lpg2385",lpg2385
"AAU28447,gene:lpg2386",lpg2386
"AAU28448,gene:lpg2387",lpg2387
"AAU28449,gene:lpg2388",lpg2388
"AAU28450,gene:lpg2389",lpg2389
"AAU28451,gene:lpg2390",lpg2390
"AAU28452,gene:lpg2391",lpg2391
"AAU28453,gene:lpg2392",lpg2392
"AAU28454,gene:lpg2393",lpg2393
"AAU28455,gene:lpg2394",lpg2394
"AAU28456,gene:lpg2395",lpg2395
"AAU28457,gene:lpg2396",lpg2396
"AAU28458,gene:lpg2397",lpg2397
"AAU28459,gene:lpg2398",lpg2398
"AAU28460,gene:lpg2399",lpg2399
"AAU28461,gene:lpg2400",lpg2400
