"AAU,gene:lpg4092",lpg4092
"AAU28462,gene:lpg2401",lpg2401
"AAU28463,gene:lpg2402",lpg2402
"AAU28464,gene:lpg2403",lpg2403
"AAU28465,gene:lpg2404",lpg2404
"AAU28466,gene:lpg2405",lpg2405
"AAU28467,gene:lpg2406",lpg2406
"AAU28468,gene:lpg2407",lpg2407
"AAU28469,gene:lpg2408",lpg2408
"AAU28470,gene:lpg2409",lpg2409
"AAU28471,gene:lpg2410",lpg2410
"AAU28472,gene:lpg2411",lpg2411
"AAU28473,gene:lpg2412",lpg2412
"AAU28474,gene:lpg2413",lpg2413
"AAU28475,gene:lpg2414",lpg2414
"AAU28476,gene:lpg2415",lpg2415
"AAU28477,gene:lpg2416",lpg2416
"AAU28478,gene:lpg2417",lpg2417
"AAU28479,gene:lpg2418",lpg2418
"AAU28480,gene:lpg2419",lpg2419
"AAU28481,gene:lpg2420",lpg2420
"AAU28482,gene:lpg2421",lpg2421
"AAU28483,gene:lpg2422",lpg2422
"AAU28484,gene:lpg2423",lpg2423
"AAU28485,gene:lpg2424",lpg2424
"AAU28486,gene:lpg2425",lpg2425
"AAU28487,gene:lpg2426",lpg2426
"AAU28488,gene:lpg2427",lpg2427
"AAU28489,gene:lpg2428",lpg2428
"AAU28490,gene:lpg2429",lpg2429
"AAU28491,gene:lpg2430",lpg2430
"AAU28492,gene:lpg2431",lpg2431
"AAU28493,gene:lpg2432",lpg2432
"AAU28494,gene:lpg2433",lpg2433
"AAU28495,gene:lpg2434",lpg2434
"AAU28496,gene:lpg2435",lpg2435
"AAU28497,gene:lpg2436",lpg2436
"AAU28498,gene:lpg2437",lpg2437
"AAU28499,gene:lpg2438",lpg2438
"AAU28500,gene:lpg2439",lpg2439
"AAU28501,gene:lpg2440",lpg2440
"AAU28502,gene:lpg2441",lpg2441
"AAU28503,gene:lpg2442",lpg2442
"AAU28504,gene:lpg2443",lpg2443
"AAU28505,gene:lpg2444",lpg2444
"AAU28506,gene:lpg2445",lpg2445
"AAU28507,gene:lpg2446",lpg2446
"AAU28508,gene:lpg2448",lpg2448
"AAU28509,gene:lpg2449",lpg2449
"AAU28510,gene:lpg2450",lpg2450
"AAU28511,gene:lpg2451",lpg2451
"AAU28512,gene:lpg2452",lpg2452
"AAU28513,gene:lpg2453",lpg2453
"AAU28514,gene:lpg2454",lpg2454
"AAU28515,gene:lpg2455",lpg2455
"AAU28516,gene:lpg2456",lpg2456
"AAU28517,gene:lpg2457",lpg2457
"AAU28518,gene:lpg2458",lpg2458
"AAU28519,gene:lpg2459",lpg2459
"AAU28520,gene:lpg2460",lpg2460
"AAU28521,gene:lpg2461",lpg2461
"AAU28522,gene:lpg2462",lpg2462
"AAU28523,gene:lpg2463",lpg2463
"AAU28524,gene:lpg2464",lpg2464
"AAU28525,gene:lpg2465",lpg2465
"AAU28526,gene:lpg2466",lpg2466
"AAU28527,gene:lpg2467",lpg2467
"AAU28528,gene:lpg2468",lpg2468
"AAU28529,gene:lpg2469",lpg2469
"AAU28530,gene:lpg2470",lpg2470
"AAU28531,gene:lpg2471",lpg2471
"AAU28532,gene:lpg2472",lpg2472
"AAU28533,gene:lpg2473",lpg2473
"AAU28534,gene:lpg2474",lpg2474
"AAU28535,gene:lpg2475",lpg2475
"AAU28536,gene:lpg2476",lpg2476
"AAU28537,gene:lpg2477",lpg2477
"AAU28538,gene:lpg2478",lpg2478
"AAU28539,gene:lpg2479",lpg2479
"AAU28540,gene:lpg2480",lpg2480
"AAU28541,gene:lpg2481",lpg2481
"AAU28542,gene:lpg2482",lpg2482
"AAU28543,gene:lpg2483",lpg2483
"AAU28544,gene:lpg2484",lpg2484
"AAU28545,gene:lpg2485",lpg2485
"AAU28546,gene:lpg2486",lpg2486
"AAU28547,gene:lpg2487",lpg2487
"AAU28548,gene:lpg2488",lpg2488
"AAU28549,gene:lpg2489",lpg2489
"AAU28550,gene:lpg2490",lpg2490
"AAU28551,gene:lpg2491",lpg2491
"AAU28552,gene:lpg2492",lpg2492
"AAU28553,gene:lpg2493",lpg2493
"AAU28554,gene:lpg2494",lpg2494
"AAU28555,gene:lpg2495",lpg2495
"AAU28556,gene:lpg2496",lpg2496
"AAU28557,gene:lpg2497",lpg2497
"AAU28558,gene:lpg2498",lpg2498
"AAU28559,gene:lpg2499",lpg2499
"AAU28560,gene:lpg2500",lpg2500
"AAU28561,gene:lpg2501",lpg2501
"AAU28562,gene:lpg2502",lpg2502
"AAU28563,gene:lpg2503",lpg2503
"AAU28564,gene:lpg2504",lpg2504
"AAU28565,gene:lpg2505",lpg2505
"AAU28566,gene:lpg2506",lpg2506
"AAU28567,gene:lpg2507",lpg2507
"AAU28568,gene:lpg2508",lpg2508
"AAU28569,gene:lpg2509",lpg2509
"AAU28570,gene:lpg2510",lpg2510
"AAU28571,gene:lpg2511",lpg2511
"AAU28572,gene:lpg2512",lpg2512
"AAU28573,gene:lpg2513",lpg2513
"AAU28574,gene:lpg2514",lpg2514
"AAU28575,gene:lpg2515",lpg2515
"AAU28576,gene:lpg2516",lpg2516
"AAU28577,gene:lpg2517",lpg2517
"AAU28578,gene:lpg2518",lpg2518
"AAU28579,gene:lpg2519",lpg2519
"AAU28580,gene:lpg2520",lpg2520
"AAU28581,gene:lpg2521",lpg2521
"AAU28582,gene:lpg2522",lpg2522
"AAU28583,gene:lpg2523",lpg2523
"AAU28584,gene:lpg2524",lpg2524
"AAU28585,gene:lpg2525",lpg2525
"AAU28586,gene:lpg2526",lpg2526
"AAU28587,gene:lpg2527",lpg2527
"AAU28588,gene:lpg2528",lpg2528
"AAU28589,gene:lpg2529",lpg2529
"AAU28590,gene:lpg2530",lpg2530
"AAU28591,gene:lpg2531",lpg2531
"AAU28592,gene:lpg2532",lpg2532
"AAU28593,gene:lpg2533",lpg2533
"AAU28594,gene:lpg2534",lpg2534
"AAU28595,gene:lpg2535",lpg2535
"AAU28596,gene:lpg2536",lpg2536
"AAU28597,gene:lpg2537",lpg2537
"AAU28598,gene:lpg2538",lpg2538
"AAU28599,gene:lpg2539",lpg2539
"AAU28600,gene:lpg2540",lpg2540
"AAU28601,gene:lpg2541",lpg2541
"AAU28602,gene:lpg2542",lpg2542
"AAU28603,gene:lpg2543",lpg2543
"AAU28604,gene:lpg2544",lpg2544
"AAU28605,gene:lpg2545",lpg2545
"AAU28606,gene:lpg2546",lpg2546
"AAU28607,gene:lpg2547",lpg2547
"AAU28608,gene:lpg2548",lpg2548
"AAU28609,gene:lpg2549",lpg2549
"AAU28610,gene:lpg2550",lpg2550
"AAU28611,gene:lpg2551",lpg2551
"AAU28612,gene:lpg2552",lpg2552
"AAU28613,gene:lpg2553",lpg2553
"AAU28614,gene:lpg2554",lpg2554
"AAU28615,gene:lpg2555",lpg2555
"AAU28616,gene:lpg2556",lpg2556
"AAU28617,gene:lpg2557",lpg2557
"AAU28618,gene:lpg2558",lpg2558
"AAU28619,gene:lpg2559",lpg2559
"AAU28620,gene:lpg2560",lpg2560
"AAU28621,gene:lpg2561",lpg2561
"AAU28622,gene:lpg2562",lpg2562
"AAU28623,gene:lpg2563",lpg2563
"AAU28624,gene:lpg2564",lpg2564
"AAU28625,gene:lpg2565",lpg2565
"AAU28626,gene:lpg2566",lpg2566
"AAU28627,gene:lpg2567",lpg2567
"AAU28628,gene:lpg2568",lpg2568
"AAU28629,gene:lpg2569",lpg2569
"AAU28630,gene:lpg2571",lpg2571
"AAU28631,gene:lpg2572",lpg2572
"AAU28632,gene:lpg2573",lpg2573
"AAU28633,gene:lpg2574",lpg2574
"AAU28634,gene:lpg2576",lpg2576
"AAU28635,gene:lpg2577",lpg2577
"AAU28636,gene:lpg2578",lpg2578
"AAU28637,gene:lpg2579",lpg2579
"AAU28638,gene:lpg2580",lpg2580
"AAU28639,gene:lpg2581",lpg2581
"AAU28640,gene:lpg2582",lpg2582
"AAU28641,gene:lpg2583",lpg2583
"AAU28642,gene:lpg2584",lpg2584
"AAU28643,gene:lpg2585",lpg2585
"AAU28644,gene:lpg2586",lpg2586
"AAU28645,gene:lpg2587",lpg2587
"AAU28646,gene:lpg2588",lpg2588
"AAU28647,gene:lpg2589",lpg2589
"AAU28648,gene:lpg2590",lpg2590
"AAU28649,gene:lpg2591",lpg2591
"AAU28650,gene:lpg2592",lpg2592
"AAU28651,gene:lpg2593",lpg2593
"AAU28652,gene:lpg2594",lpg2594
"AAU28653,gene:lpg2595",lpg2595
"AAU28654,gene:lpg2596",lpg2596
"AAU28655,gene:lpg2597",lpg2597
"AAU28656,gene:lpg2598",lpg2598
"AAU28657,gene:lpg2599",lpg2599
"AAU28658,gene:lpg2600",lpg2600
"AAU28659,gene:lpg2601",lpg2601
"AAU28660,gene:lpg2602",lpg2602
"AAU28661,gene:lpg2603",lpg2603
"AAU28662,gene:lpg2604",lpg2604
"AAU28663,gene:lpg2605",lpg2605
"AAU28664,gene:lpg2606",lpg2606
"AAU28665,gene:lpg2607",lpg2607
"AAU28666,gene:lpg2608",lpg2608
"AAU28667,gene:lpg2609",lpg2609
"AAU28668,gene:lpg2610",lpg2610
"AAU28669,gene:lpg2611",lpg2611
"AAU28670,gene:lpg2612",lpg2612
"AAU28671,gene:lpg2613",lpg2613
"AAU28672,gene:lpg2614",lpg2614
"AAU28673,gene:lpg2615",lpg2615
"AAU28674,gene:lpg2616",lpg2616
"AAU28675,gene:lpg2617",lpg2617
"AAU28676,gene:lpg2618",lpg2618
"AAU28677,gene:lpg2619",lpg2619
"AAU28678,gene:lpg2620",lpg2620
"AAU28679,gene:lpg2621",lpg2621
"AAU28680,gene:lpg2622",lpg2622
"AAU28681,gene:lpg2623",lpg2623
"AAU28682,gene:lpg2624",lpg2624
"AAU28683,gene:lpg2625",lpg2625
"AAU28684,gene:lpg2626",lpg2626
"AAU28685,gene:lpg2627",lpg2627
"AAU28686,gene:lpg2628",lpg2628
"AAU28687,gene:lpg2629",lpg2629
"AAU28688,gene:lpg2630",lpg2630
"AAU28689,gene:lpg2631",lpg2631
"AAU28690,gene:lpg2632",lpg2632
"AAU28691,gene:lpg2633",lpg2633
"AAU28692,gene:lpg2634",lpg2634
"AAU28693,gene:lpg2635",lpg2635
"AAU28694,gene:lpg2636",lpg2636
"AAU28695,gene:lpg2637",lpg2637
"AAU28696,gene:lpg2638",lpg2638
"AAU28697,gene:lpg2639",lpg2639
"AAU28698,gene:lpg2640",lpg2640
"AAU28699,gene:lpg2641",lpg2641
"AAU28700,gene:lpg2642",lpg2642
"AAU28701,gene:lpg2643",lpg2643
"AAU28702,gene:lpg2644",lpg2644
"AAU28703,gene:lpg2645",lpg2645
"AAU28704,gene:lpg2646",lpg2646
"AAU28705,gene:lpg2647",lpg2647
"AAU28706,gene:lpg2648",lpg2648
"AAU28707,gene:lpg2649",lpg2649
"AAU28708,gene:lpg2650",lpg2650
"AAU28709,gene:lpg2651",lpg2651
"AAU28710,gene:lpg2652",lpg2652
"AAU28711,gene:lpg2653",lpg2653
"AAU28712,gene:lpg2654",lpg2654
"AAU28713,gene:lpg2655",lpg2655
"AAU28714,gene:lpg2656",lpg2656
"AAU28715,gene:lpg2657",lpg2657
"AAU28716,gene:lpg2658",lpg2658
"AAU28717,gene:lpg2659",lpg2659
"AAU28718,gene:lpg2660",lpg2660
"AAU28719,gene:lpg2661",lpg2661
"AAU28720,gene:lpg2662",lpg2662
"AAU28721,gene:lpg2663",lpg2663
"AAU28722,gene:lpg2664",lpg2664
"AAU28723,gene:lpg2665",lpg2665
"AAU28724,gene:lpg2666",lpg2666
"AAU28725,gene:lpg2667",lpg2667
"AAU28726,gene:lpg2668",lpg2668
"AAU28727,gene:lpg2669",lpg2669
"AAU28728,gene:lpg2670",lpg2670
"AAU28729,gene:lpg2671",lpg2671
"AAU28730,gene:lpg2672",lpg2672
"AAU28731,gene:lpg2673",lpg2673
"AAU28732,gene:lpg2674",lpg2674
"AAU28733,gene:lpg2675",lpg2675
"AAU28734,gene:lpg2676",lpg2676
"AAU28735,gene:lpg2677",lpg2677
"AAU28736,gene:lpg2678",lpg2678
"AAU28737,gene:lpg2679",lpg2679
"AAU28738,gene:lpg2680",lpg2680
"AAU28739,gene:lpg2681",lpg2681
"AAU28740,gene:lpg2682",lpg2682
"AAU28741,gene:lpg2683",lpg2683
"AAU28742,gene:lpg2684",lpg2684
"AAU28743,gene:lpg2685",lpg2685
"AAU28744,gene:lpg2686",lpg2686
"AAU28745,gene:lpg2687",lpg2687
"AAU28746,gene:lpg2688",lpg2688
"AAU28747,gene:lpg2689",lpg2689
"AAU28748,gene:lpg2690",lpg2690
"AAU28749,gene:lpg2691",lpg2691
"AAU28750,gene:lpg2692",lpg2692
"AAU28751,gene:lpg2693",lpg2693
"AAU28752,gene:lpg2694",lpg2694
"AAU28753,gene:lpg2695",lpg2695
"AAU28754,gene:lpg2696",lpg2696
"AAU28755,gene:lpg2697",lpg2697
"AAU28756,gene:lpg2698",lpg2698
"AAU28757,gene:lpg2699",lpg2699
"AAU28758,gene:lpg2700",lpg2700
"AAU28759,gene:lpg2701",lpg2701
"AAU28760,gene:lpg2702",lpg2702
"AAU28761,gene:lpg2703",lpg2703
"AAU28762,gene:lpg2704",lpg2704
"AAU28763,gene:lpg2705",lpg2705
"AAU28764,gene:lpg2706",lpg2706
"AAU28765,gene:lpg2707",lpg2707
"AAU28766,gene:lpg2708",lpg2708
"AAU28767,gene:lpg2709",lpg2709
"AAU28768,gene:lpg2710",lpg2710
"AAU28769,gene:lpg2711",lpg2711
"AAU28770,gene:lpg2712",lpg2712
"AAU28771,gene:lpg2713",lpg2713
"AAU28772,gene:lpg2714",lpg2714
"AAU28773,gene:lpg2716",lpg2716
"AAU28774,gene:lpg2717",lpg2717
"AAU28775,gene:lpg2718",lpg2718
"AAU28776,gene:lpg2719",lpg2719
"AAU28777,gene:lpg2720",lpg2720
"AAU28778,gene:lpg2721",lpg2721
"AAU28779,gene:lpg2722",lpg2722
"AAU28780,gene:lpg2723",lpg2723
"AAU28781,gene:lpg2724",lpg2724
"AAU28782,gene:lpg2725",lpg2725
"AAU28783,gene:lpg2726",lpg2726
"AAU28784,gene:lpg2727",lpg2727
"AAU28785,gene:lpg2728",lpg2728
"AAU28786,gene:lpg2730",lpg2730
"AAU28787,gene:lpg2731",lpg2731
"AAU28788,gene:lpg2732",lpg2732
"AAU28789,gene:lpg2733",lpg2733
"AAU28790,gene:lpg2734",lpg2734
"AAU28791,gene:lpg2735",lpg2735
"AAU28792,gene:lpg2736",lpg2736
"AAU28793,gene:lpg2737",lpg2737
"AAU28794,gene:lpg2738",lpg2738
"AAU28795,gene:lpg2739",lpg2739
"AAU28796,gene:lpg2740",lpg2740
"AAU28797,gene:lpg2741",lpg2741
"AAU28798,gene:lpg2742",lpg2742
"AAU28799,gene:lpg2743",lpg2743
"AAU28800,gene:lpg2744",lpg2744
"AAU28801,gene:lpg2745",lpg2745
"AAU28802,gene:lpg2749",lpg2749
"AAU28803,gene:lpg2750",lpg2750
"AAU28804,gene:lpg2751",lpg2751
"AAU28805,gene:lpg2754",lpg2754
"AAU28806,gene:lpg2755",lpg2755
"AAU28807,gene:lpg2756",lpg2756
"AAU28808,gene:lpg2757",lpg2757
"AAU28809,gene:lpg2758",lpg2758
"AAU28810,gene:lpg2759",lpg2759
"AAU28811,gene:lpg2760",lpg2760
"AAU28812,gene:lpg2761",lpg2761
"AAU28813,gene:lpg2762",lpg2762
"AAU28814,gene:lpg2763",lpg2763
"AAU28815,gene:lpg2764",lpg2764
"AAU28816,gene:lpg2765",lpg2765
"AAU28817,gene:lpg2766",lpg2766
"AAU28818,gene:lpg2767",lpg2767
"AAU28819,gene:lpg2768",lpg2768
"AAU28820,gene:lpg2769",lpg2769
"AAU28821,gene:lpg2770",lpg2770
"AAU28822,gene:lpg2771",lpg2771
"AAU28823,gene:lpg2772",lpg2772
"AAU28824,gene:lpg2773",lpg2773
"AAU28825,gene:lpg2774",lpg2774
"AAU28826,gene:lpg2776",lpg2776
"AAU28827,gene:lpg2777",lpg2777
"AAU28828,gene:lpg2778",lpg2778
"AAU28829,gene:lpg2779",lpg2779
"AAU28830,gene:lpg2780",lpg2780
"AAU28831,gene:lpg2781",lpg2781
"AAU28832,gene:lpg2782",lpg2782
"AAU28833,gene:lpg2783",lpg2783
"AAU28834,gene:lpg2784",lpg2784
"AAU28835,gene:lpg2785",lpg2785
"AAU28836,gene:lpg2786",lpg2786
"AAU28837,gene:lpg2787",lpg2787
"AAU28838,gene:lpg2788",lpg2788
"AAU28839,gene:lpg2789",lpg2789
"AAU28840,gene:lpg2791",lpg2791
"AAU28841,gene:lpg2792",lpg2792
"AAU28842,gene:lpg2793",lpg2793
"AAU28843,gene:lpg2794",lpg2794
"AAU28844,gene:lpg2795",lpg2795
"AAU28845,gene:lpg2796",lpg2796
"AAU28846,gene:lpg2797",lpg2797
"AAU28847,gene:lpg2799",lpg2799
"AAU28848,gene:lpg2800",lpg2800
"AAU28849,gene:lpg2801",lpg2801
"AAU28850,gene:lpg2802",lpg2802
"AAU28851,gene:lpg2803",lpg2803
"AAU28852,gene:lpg2804",lpg2804
"AAU28853,gene:lpg2805",lpg2805
"AAU28854,gene:lpg2806",lpg2806
"AAU28855,gene:lpg2807",lpg2807
"AAU28856,gene:lpg2808",lpg2808
"AAU28857,gene:lpg2809",lpg2809
"AAU28858,gene:lpg2810",lpg2810
"AAU28859,gene:lpg2811",lpg2811
"AAU28860,gene:lpg2812",lpg2812
"AAU28861,gene:lpg2813",lpg2813
"AAU28862,gene:lpg2814",lpg2814
"AAU28863,gene:lpg2815",lpg2815
"AAU28864,gene:lpg2816",lpg2816
"AAU28865,gene:lpg2817",lpg2817
"AAU28866,gene:lpg2818",lpg2818
"AAU28867,gene:lpg2819",lpg2819
"AAU28868,gene:lpg2820",lpg2820
"AAU28869,gene:lpg2821",lpg2821
"AAU28870,gene:lpg2822",lpg2822
"AAU28871,gene:lpg2823",lpg2823
"AAU28872,gene:lpg2824",lpg2824
"AAU28873,gene:lpg2825",lpg2825
"AAU28874,gene:lpg2826",lpg2826
"AAU28875,gene:lpg2827",lpg2827
"AAU28876,gene:lpg2828",lpg2828
"AAU28877,gene:lpg2829",lpg2829
"AAU28878,gene:lpg2830",lpg2830
"AAU28879,gene:lpg2831",lpg2831
"AAU28880,gene:lpg2832",lpg2832
"AAU28881,gene:lpg2833",lpg2833
"AAU28882,gene:lpg2834",lpg2834
"AAU28883,gene:lpg2835",lpg2835
"AAU28884,gene:lpg2836",lpg2836
"AAU28885,gene:lpg2837",lpg2837
"AAU28886,gene:lpg2838",lpg2838
"AAU28887,gene:lpg2839",lpg2839
"AAU28888,gene:lpg2840",lpg2840
"AAU28889,gene:lpg2841",lpg2841
"AAU28890,gene:lpg2842",lpg2842
"AAU28891,gene:lpg2843",lpg2843
"AAU28892,gene:lpg2844",lpg2844
"AAU28893,gene:lpg2845",lpg2845
"AAU28894,gene:lpg2846",lpg2846
"AAU28895,gene:lpg2847",lpg2847
"AAU28896,gene:lpg2848",lpg2848
"AAU28897,gene:lpg2849",lpg2849
"AAU28898,gene:lpg2850",lpg2850
"AAU28899,gene:lpg2851",lpg2851
"AAU28900,gene:lpg2852",lpg2852
"AAU28901,gene:lpg2853",lpg2853
"AAU28902,gene:lpg2854",lpg2854
"AAU28903,gene:lpg2855",lpg2855
"AAU28904,gene:lpg2856",lpg2856
"AAU28905,gene:lpg2858",lpg2858
"AAU28906,gene:lpg2859",lpg2859
"AAU28907,gene:lpg2860",lpg2860
"AAU28908,gene:lpg2861",lpg2861
"AAU28909,gene:lpg2862",lpg2862
"AAU28910,gene:lpg2863",lpg2863
"AAU28911,gene:lpg2864",lpg2864
"AAU28912,gene:lpg2865",lpg2865
"AAU28913,gene:lpg2866",lpg2866
"AAU28914,gene:lpg2867",lpg2867
"AAU28915,gene:lpg2868",lpg2868
"AAU28916,gene:lpg2869",lpg2869
"AAU28917,gene:lpg2870",lpg2870
"AAU28918,gene:lpg2871",lpg2871
"AAU28919,gene:lpg2872",lpg2872
"AAU28920,gene:lpg2873",lpg2873
"AAU28921,gene:lpg2874",lpg2874
"AAU28922,gene:lpg2875",lpg2875
"AAU28923,gene:lpg2876",lpg2876
"AAU28924,gene:lpg2877",lpg2877
"AAU28925,gene:lpg2878",lpg2878
"AAU28926,gene:lpg2879",lpg2879
"AAU28927,gene:lpg2880",lpg2880
"AAU28928,gene:lpg2881",lpg2881
"AAU28929,gene:lpg2882",lpg2882
"AAU28930,gene:lpg2883",lpg2883
"AAU28931,gene:lpg2884",lpg2884
"AAU28932,gene:lpg2885",lpg2885
"AAU28933,gene:lpg2886",lpg2886
"AAU28934,gene:lpg2887",lpg2887
"AAU28935,gene:lpg2888",lpg2888
"AAU28936,gene:lpg2889",lpg2889
"AAU28937,gene:lpg2890",lpg2890
"AAU28938,gene:lpg2891",lpg2891
"AAU28939,gene:lpg2892",lpg2892
"AAU28940,gene:lpg2893",lpg2893
"AAU28941,gene:lpg2894",lpg2894
"AAU28942,gene:lpg2895",lpg2895
"AAU28943,gene:lpg2896",lpg2896
"AAU28944,gene:lpg2897",lpg2897
"AAU28945,gene:lpg2898",lpg2898
"AAU28946,gene:lpg2900",lpg2900
"AAU28947,gene:lpg2901",lpg2901
"AAU28948,gene:lpg2902",lpg2902
"AAU28949,gene:lpg2903",lpg2903
"AAU28950,gene:lpg2904",lpg2904
"AAU28951,gene:lpg2905",lpg2905
"AAU28952,gene:lpg2906",lpg2906
"AAU28953,gene:lpg2907",lpg2907
"AAU28954,gene:lpg2908",lpg2908
"AAU28955,gene:lpg2909",lpg2909
"AAU28956,gene:lpg2910",lpg2910
"AAU28957,gene:lpg2911",lpg2911
"AAU28958,gene:lpg2912",lpg2912
"AAU28959,gene:lpg2913",lpg2913
"AAU28960,gene:lpg2914",lpg2914
"AAU28961,gene:lpg2915",lpg2915
"AAU28962,gene:lpg2916",lpg2916
"AAU28963,gene:lpg2917",lpg2917
"AAU28964,gene:lpg2918",lpg2918
"AAU28965,gene:lpg2919",lpg2919
"AAU28966,gene:lpg2920",lpg2920
"AAU28967,gene:lpg2921",lpg2921
"AAU28968,gene:lpg2922",lpg2922
"AAU28969,gene:lpg2923",lpg2923
"AAU28970,gene:lpg2924",lpg2924
"AAU28971,gene:lpg2925",lpg2925
"AAU28972,gene:lpg2926",lpg2926
"AAU28973,gene:lpg2927",lpg2927
"AAU28974,gene:lpg2928",lpg2928
"AAU28975,gene:lpg2929",lpg2929
"AAU28976,gene:lpg2930",lpg2930
"AAU28977,gene:lpg2931",lpg2931
"AAU28978,gene:lpg2932",lpg2932
"AAU28979,gene:lpg2933",lpg2933
"AAU28980,gene:lpg2934",lpg2934
"AAU28981,gene:lpg2935",lpg2935
"AAU28982,gene:lpg2936",lpg2936
"AAU28983,gene:lpg2937",lpg2937
"AAU28984,gene:lpg2938",lpg2938
"AAU28985,gene:lpg2939",lpg2939
"AAU28986,gene:lpg2940",lpg2940
"AAU28987,gene:lpg2941",lpg2941
"AAU28988,gene:lpg2942",lpg2942
"AAU28989,gene:lpg2943",lpg2943
"AAU28990,gene:lpg2944",lpg2944
"AAU28991,gene:lpg2945",lpg2945
"AAU28992,gene:lpg2946",lpg2946
"AAU28993,gene:lpg2947",lpg2947
"AAU28994,gene:lpg2948",lpg2948
"AAU28995,gene:lpg2949",lpg2949
"AAU28996,gene:lpg2950",lpg2950
"AAU28997,gene:lpg2951",lpg2951
"AAU28998,gene:lpg2952",lpg2952
"AAU28999,gene:lpg2953",lpg2953
"AAU29000,gene:lpg2954",lpg2954
"AAU29001,gene:lpg2955",lpg2955
"AAU29002,gene:lpg2956",lpg2956
"AAU29003,gene:lpg2957",lpg2957
"AAU29004,gene:lpg2958",lpg2958
"AAU29005,gene:lpg2959",lpg2959
"AAU29006,gene:lpg2960",lpg2960
"AAU29007,gene:lpg2961",lpg2961
"AAU29008,gene:lpg2962",lpg2962
"AAU29009,gene:lpg2963",lpg2963
"AAU29010,gene:lpg2964",lpg2964
"AAU29011,gene:lpg2965",lpg2965
"AAU29012,gene:lpg2966",lpg2966
"AAU29013,gene:lpg2967",lpg2967
"AAU29014,gene:lpg2968",lpg2968
"AAU29015,gene:lpg2969",lpg2969
"AAU29016,gene:lpg2970",lpg2970
"AAU29017,gene:lpg2971",lpg2971
"AAU29018,gene:lpg2972",lpg2972
"AAU29019,gene:lpg2974",lpg2974
"AAU29020,gene:lpg2975",lpg2975
"AAU29021,gene:lpg2976",lpg2976
"AAU29022,gene:lpg2977",lpg2977
"AAU29023,gene:lpg2978",lpg2978
"AAU29024,gene:lpg2979",lpg2979
"AAU29025,gene:lpg2980",lpg2980
"AAU29026,gene:lpg2981",lpg2981
"AAU29027,gene:lpg2982",lpg2982
"AAU29028,gene:lpg2983",lpg2983
"AAU29029,gene:lpg2984",lpg2984
"AAU29030,gene:lpg2985",lpg2985
"AAU29031,gene:lpg2986",lpg2986
"AAU29032,gene:lpg2987",lpg2987
"AAU29033,gene:lpg2988",lpg2988
"AAU29034,gene:lpg2989",lpg2989
"AAU29035,gene:lpg2990",lpg2990
"AAU29036,gene:lpg2991",lpg2991
"AAU29037,gene:lpg2992",lpg2992
"AAU29038,gene:lpg2993",lpg2993
"AAU29039,gene:lpg2994",lpg2994
"AAU29040,gene:lpg2995",lpg2995
"AAU29041,gene:lpg2996",lpg2996
"AAU29042,gene:lpg2997",lpg2997
"AAU29043,gene:lpg2998",lpg2998
"AAU29044,gene:lpg2999",lpg2999
"AAU29045,gene:lpg3000",lpg3000
"AAU29046,gene:lpg3001",lpg3001
"AAU29047,gene:lpg3002",lpg3002
"AAU29048,gene:lpg3003",lpg3003
"AAU29049,gene:lpg3004",lpg3004
"AAU29050,gene:lpg3005",lpg3005
